speaker,start_time,end_time,emotion,scores,text
TALIESIN,02:12:57,02:12:59,Sad,"{'Anger': 0.0010442797793075442, 'Calm': 0.006365025881677866, 'Disgust': 0.3704058527946472, 'Fear': 0.015871647745370865, 'Happy': 0.0025295335799455643, 'Neutral': 0.0053822654299438, 'Sad': 0.5960429906845093, 'Surprised': 0.0023584163282066584}",Maybe.
LAURA,02:12:59,02:13:04,Happy,"{'Anger': 0.0026006046682596207, 'Calm': 0.0015207809628918767, 'Disgust': 0.018299931660294533, 'Fear': 0.10165024548768997, 'Happy': 0.8600419163703918, 'Neutral': 0.0033810508903115988, 'Sad': 0.010083197616040707, 'Surprised': 0.0024222114589065313}","Well, (stammering) no! (stammering) What if?"
MARISHA,02:13:04,02:13:09,Disgust,"{'Anger': 0.0049158623442053795, 'Calm': 0.0018055925611406565, 'Disgust': 0.9703966975212097, 'Fear': 0.002542338566854596, 'Happy': 0.009244655258953571, 'Neutral': 0.00257220515049994, 'Sad': 0.005590643733739853, 'Surprised': 0.002932084258645773}","What if they're both not real gods, then they're definitely going to fight, ah man!"
LAURA,02:13:09,02:13:11,Fear,"{'Anger': 0.0013995392946526408, 'Calm': 0.0011609052307903767, 'Disgust': 0.002487908350303769, 'Fear': 0.9335073232650757, 'Happy': 0.047338951379060745, 'Neutral': 0.001633159932680428, 'Sad': 0.009618962183594704, 'Surprised': 0.0028533029835671186}","What if they just get along? What if they're like, ""Hey man!"""
LIAM,02:13:11,02:13:13,Happy,"{'Anger': 0.0031169236171990633, 'Calm': 0.002037421567365527, 'Disgust': 0.003923158627003431, 'Fear': 0.018274342641234398, 'Happy': 0.961023211479187, 'Neutral': 0.002806879812851548, 'Sad': 0.0015846890164539218, 'Surprised': 0.007233392912894487}","Yeah, we are putting the cart before the horse."
LIAM,02:13:13,02:13:19,Sad,"{'Anger': 0.0012878761626780033, 'Calm': 0.0046864161267876625, 'Disgust': 0.17458556592464447, 'Fear': 0.16786956787109375, 'Happy': 0.009993764571845531, 'Neutral': 0.006066678091883659, 'Sad': 0.6325106024742126, 'Surprised': 0.0029995436780154705}",We'll just figure out what we are dealing with before we even bring the Traveler into it.
LAURA,02:13:19,02:13:24,Happy,"{'Anger': 0.006119652185589075, 'Calm': 0.005483460146933794, 'Disgust': 0.2168460488319397, 'Fear': 0.07251430302858353, 'Happy': 0.5650081038475037, 'Neutral': 0.05036674812436104, 'Sad': 0.07944901287555695, 'Surprised': 0.004212649073451757}",Why don't you guys ask the Wild Mother how she feels about the Traveler?
TALIESIN,02:13:24,02:14:00,Fear,"{'Anger': 0.0019212181214243174, 'Calm': 0.004667322617024183, 'Disgust': 0.14508965611457825, 'Fear': 0.3706156313419342, 'Happy': 0.12029626965522766, 'Neutral': 0.00835506059229374, 'Sad': 0.34517422318458557, 'Surprised': 0.0038806733209639788}","I mean, I can't do it right now, but I've never gotten the sense that it was a particular problem. I mean, you know. You know you've got a weird, little cult going, and that's okay. (laughter) To be fair, I'm in a weird, little cult. I mean, there's nothing unusual or wrong about that, it's, you know? All a god is, really, is a cult with a franchise, so. (laughter) I mean-- Sorry, I got a little. (laughter)"
ASHLEY,02:14:00,02:14:09,Disgust,"{'Anger': 0.001965295523405075, 'Calm': 0.0022311145439743996, 'Disgust': 0.8950976133346558, 'Fear': 0.02272212691605091, 'Happy': 0.004928319249302149, 'Neutral': 0.002516003791242838, 'Sad': 0.06822670251131058, 'Surprised': 0.0023126781452447176}","But, you know, to that point, what isn't a cult, if you're following-- I'm not helping."
MARISHA,02:14:09,02:14:11,Happy,"{'Anger': 0.0032393205910921097, 'Calm': 0.004812993109226227, 'Disgust': 0.010115528479218483, 'Fear': 0.127543106675148, 'Happy': 0.7954511046409607, 'Neutral': 0.0034072124399244785, 'Sad': 0.006609962787479162, 'Surprised': 0.04882068559527397}","Speaking of cults, this shit is creepy!"
ASHLEY,02:14:11,02:14:13,Sad,"{'Anger': 0.00033798054209910333, 'Calm': 0.00376442214474082, 'Disgust': 0.0057177371345460415, 'Fear': 0.2670477032661438, 'Happy': 0.00181034195702523, 'Neutral': 0.0032822100911289454, 'Sad': 0.7164037823677063, 'Surprised': 0.0016358852153643966}",Because where we are now.
MARISHA,02:14:13,02:14:14,Sad,"{'Anger': 0.0014837241033092141, 'Calm': 0.010305826552212238, 'Disgust': 0.2689683735370636, 'Fear': 0.1218033954501152, 'Happy': 0.058390844613313675, 'Neutral': 0.007225011009722948, 'Sad': 0.5192875266075134, 'Surprised': 0.012535272166132927}",This shit is weird!
SAM,02:14:14,02:14:17,Sad,"{'Anger': 0.0003044177428819239, 'Calm': 0.004464821424335241, 'Disgust': 0.007469810079783201, 'Fear': 0.18657317757606506, 'Happy': 0.00196156557649374, 'Neutral': 0.0025815304834395647, 'Sad': 0.7943204641342163, 'Surprised': 0.0023241532035171986}","There's a bunch of weird stuff going on, the memory thing."
TALIESIN,02:14:17,02:14:23,Disgust,"{'Anger': 0.009274625219404697, 'Calm': 0.0065758442506194115, 'Disgust': 0.48419082164764404, 'Fear': 0.03949005901813507, 'Happy': 0.39144518971443176, 'Neutral': 0.020258957520127296, 'Sad': 0.04057050123810768, 'Surprised': 0.008193978108465672}","Now that we're in the bubble, are we still getting the, like, there's something watching vibe?"
MATT,02:14:23,02:14:24,Disgust,"{'Anger': 0.00295567256398499, 'Calm': 0.0015097337309271097, 'Disgust': 0.977899432182312, 'Fear': 0.002014189027249813, 'Happy': 0.003787405090406537, 'Neutral': 0.0027740260120481253, 'Sad': 0.007323324214667082, 'Surprised': 0.0017362235812470317}",Make a perception check.
"MARISHA, LAURA",02:14:24,02:14:27,Sad,"{'Anger': 0.00015275500481948256, 'Calm': 0.004388112109154463, 'Disgust': 0.0062356796115636826, 'Fear': 0.015620912425220013, 'Happy': 0.000527166819665581, 'Neutral': 0.0031167324632406235, 'Sad': 0.9688332676887512, 'Surprised': 0.001125318929553032}",Ooh!
TALIESIN,02:14:27,02:14:32,Disgust,"{'Anger': 0.004293282050639391, 'Calm': 0.0024385065771639347, 'Disgust': 0.8600776195526123, 'Fear': 0.013349661603569984, 'Happy': 0.08368052542209625, 'Neutral': 0.008378447033464909, 'Sad': 0.025976793840527534, 'Surprised': 0.001805206760764122}","That's his plan all along, man. 19."
MATT,02:14:32,02:14:45,Disgust,"{'Anger': 0.0021914574317634106, 'Calm': 0.0017484030686318874, 'Disgust': 0.9342552423477173, 'Fear': 0.009025449864566326, 'Happy': 0.0068842703476548195, 'Neutral': 0.0047648330219089985, 'Sad': 0.03995203599333763, 'Surprised': 0.0011783664813265204}","As you're all having this conversation, you withdraw, and then focus on the surroundings, and yeah. That still sinking feeling in your chest, that sense that something is here."
MARISHA,02:14:45,02:14:46,Fear,"{'Anger': 0.0017124931327998638, 'Calm': 0.002746663987636566, 'Disgust': 0.043687183409929276, 'Fear': 0.5034569501876831, 'Happy': 0.35418277978897095, 'Neutral': 0.006733458489179611, 'Sad': 0.08366038650274277, 'Surprised': 0.0038200775161385536}",This has been since we got here!
MARISHA,02:14:46,02:14:47,Happy,"{'Anger': 0.003735557897016406, 'Calm': 0.0054999361746013165, 'Disgust': 0.016623295843601227, 'Fear': 0.4437098205089569, 'Happy': 0.46745848655700684, 'Neutral': 0.004911412484943867, 'Sad': 0.022563982754945755, 'Surprised': 0.035497426986694336}",Since we got off the beach!
LAURA,02:14:47,02:14:50,Happy,"{'Anger': 0.0035200868733227253, 'Calm': 0.0017053191550076008, 'Disgust': 0.004568129777908325, 'Fear': 0.04879644513130188, 'Happy': 0.9309054017066956, 'Neutral': 0.0019261223496869206, 'Sad': 0.0019258045358583331, 'Surprised': 0.00665272818878293}","Hey, look at my sketchbook! Has the Traveler written anything back to me?"
MATT,02:14:50,02:14:53,Happy,"{'Anger': 0.006015645805746317, 'Calm': 0.0022514525335282087, 'Disgust': 0.009416970424354076, 'Fear': 0.007005265913903713, 'Happy': 0.9631171822547913, 'Neutral': 0.003217788180336356, 'Sad': 0.0011113545624539256, 'Surprised': 0.007864413782954216}","No, not in the--"
LAURA,02:14:53,02:14:56,Disgust,"{'Anger': 0.002218960551545024, 'Calm': 0.0020061566028743982, 'Disgust': 0.934273898601532, 'Fear': 0.008665083907544613, 'Happy': 0.005397126078605652, 'Neutral': 0.003458471968770027, 'Sad': 0.04238152503967285, 'Surprised': 0.0015988160157576203}",I'm going to hold my pen right above it.
MATT,02:14:56,02:14:59,Happy,"{'Anger': 0.006106329150497913, 'Calm': 0.004624445457011461, 'Disgust': 0.1140877977013588, 'Fear': 0.09950296580791473, 'Happy': 0.7297148704528809, 'Neutral': 0.0069444021210074425, 'Sad': 0.028380224481225014, 'Surprised': 0.010638877749443054}",That would be probably more the category of the Commune spell or something to that.
SAM,02:14:59,02:15:02,Happy,"{'Anger': 0.003551244270056486, 'Calm': 0.0039026900194585323, 'Disgust': 0.0538206622004509, 'Fear': 0.05285853520035744, 'Happy': 0.8489762544631958, 'Neutral': 0.007541529834270477, 'Sad': 0.023124461993575096, 'Surprised': 0.0062246173620224}","I will cast Mage Hand, and start moving."
LAURA,02:15:02,02:15:05,Sad,"{'Anger': 0.0002540942805353552, 'Calm': 0.005829856730997562, 'Disgust': 0.008630296215415001, 'Fear': 0.07976127415895462, 'Happy': 0.0016817349242046475, 'Neutral': 0.0022503326181322336, 'Sad': 0.8994719982147217, 'Surprised': 0.0021203714422881603}",He's here! He's saying something!
MATT,02:15:05,02:15:06,Fear,"{'Anger': 0.0005044142017140985, 'Calm': 0.001822574296966195, 'Disgust': 0.004757008980959654, 'Fear': 0.8539016842842102, 'Happy': 0.007300416007637978, 'Neutral': 0.0021283223759382963, 'Sad': 0.1275029331445694, 'Surprised': 0.0020827248226851225}",Can you do a sleight of hand check for me?
SAM,02:15:06,02:15:10,Sad,"{'Anger': 0.00021305760310497135, 'Calm': 0.0031984939705580473, 'Disgust': 0.009864836931228638, 'Fear': 0.07799264043569565, 'Happy': 0.002401071134954691, 'Neutral': 0.003633082378655672, 'Sad': 0.9017161130905151, 'Surprised': 0.0009807802271097898}",Okay. Oh! 17.
MATT,02:15:10,02:15:15,Happy,"{'Anger': 0.0026769074611365795, 'Calm': 0.002820674329996109, 'Disgust': 0.038944222033023834, 'Fear': 0.10941962152719498, 'Happy': 0.790712296962738, 'Neutral': 0.012939241714775562, 'Sad': 0.039819225668907166, 'Surprised': 0.0026679730508476496}","17. Passive perception... Yeah, no, what do you draw in Jester's notebook?"
SAM,02:15:15,02:15:17,Happy,"{'Anger': 0.0027538801077753305, 'Calm': 0.003304460784420371, 'Disgust': 0.021896420046687126, 'Fear': 0.1278054416179657, 'Happy': 0.812640368938446, 'Neutral': 0.004539242014288902, 'Sad': 0.01686984673142433, 'Surprised': 0.010190295055508614}","What did she ask, earlier? In the book?"
LAURA,02:15:17,02:15:19,Happy,"{'Anger': 0.0021865777671337128, 'Calm': 0.001705398317426443, 'Disgust': 0.004964715335518122, 'Fear': 0.28975987434387207, 'Happy': 0.6868031620979309, 'Neutral': 0.0030345325358211994, 'Sad': 0.0069587049074471, 'Surprised': 0.004586941096931696}",You don't know what I wrote!
SAM,02:15:19,02:15:23,Disgust,"{'Anger': 0.0019310666248202324, 'Calm': 0.0024082346353679895, 'Disgust': 0.9074859619140625, 'Fear': 0.009540693834424019, 'Happy': 0.008662008680403233, 'Neutral': 0.00611150823533535, 'Sad': 0.062428347766399384, 'Surprised': 0.001432252349331975}",Okay. I'll just write-- (laughter)
TALIESIN,02:15:23,02:15:26,Fear,"{'Anger': 0.0021773220505565405, 'Calm': 0.0055843619629740715, 'Disgust': 0.06026448309421539, 'Fear': 0.5928189754486084, 'Happy': 0.18303871154785156, 'Neutral': 0.00424368167296052, 'Sad': 0.138831228017807, 'Surprised': 0.013041255064308643}",You did this to yourself.
SAM,02:15:26,02:15:31,Happy,"{'Anger': 0.00652278633788228, 'Calm': 0.021543268114328384, 'Disgust': 0.31479358673095703, 'Fear': 0.06481775641441345, 'Happy': 0.37277480959892273, 'Neutral': 0.010652325116097927, 'Sad': 0.05333888903260231, 'Surprised': 0.15555664896965027}","I'm drawing, and you're a lefty! Oh god, it's going to be awful! (laughter)"
SAM,02:15:31,02:15:48,Sad,"{'Anger': 0.000913804629817605, 'Calm': 0.0031751305796205997, 'Disgust': 0.12736296653747559, 'Fear': 0.18195125460624695, 'Happy': 0.013795081526041031, 'Neutral': 0.006035889033228159, 'Sad': 0.6650832295417786, 'Surprised': 0.00168265076354146}","With my right hand holding your left hand, I will-- I will write, ""Go on, and kiss him tomorrow, Jester. Fjord is ready for you."""
LAURA,02:15:48,02:15:49,Fear,"{'Anger': 0.0018309768056496978, 'Calm': 0.003687269287183881, 'Disgust': 0.029293131083250046, 'Fear': 0.6618053913116455, 'Happy': 0.23267656564712524, 'Neutral': 0.002936547389253974, 'Sad': 0.04890025779604912, 'Surprised': 0.018869880586862564}",You're writing all of that?
LAURA,02:15:49,02:15:52,Disgust,"{'Anger': 0.002111829584464431, 'Calm': 0.005854348186403513, 'Disgust': 0.6133266091346741, 'Fear': 0.04759633541107178, 'Happy': 0.03255750983953476, 'Neutral': 0.007317314390093088, 'Sad': 0.2873791754245758, 'Surprised': 0.003856739029288292}",It's scribbling off the right.
TRAVIS,02:15:52,02:15:56,Sad,"{'Anger': 0.0007895679445937276, 'Calm': 0.004917568061500788, 'Disgust': 0.051470592617988586, 'Fear': 0.2651658058166504, 'Happy': 0.008673833683133125, 'Neutral': 0.003214858705177903, 'Sad': 0.6615995764732361, 'Surprised': 0.004168310668319464}",It looks like two-year-old wrote it with the other hand. (laughter)
MATT,02:15:56,02:15:58,Sad,"{'Anger': 0.00042951127397827804, 'Calm': 0.004822451621294022, 'Disgust': 0.03415960446000099, 'Fear': 0.1456717699766159, 'Happy': 0.0035829474218189716, 'Neutral': 0.0022257498931139708, 'Sad': 0.8060306310653687, 'Surprised': 0.0030773549806326628}",(speaks gibberish)
TRAVIS,02:15:58,02:16:00,Sad,"{'Anger': 0.0007471691351383924, 'Calm': 0.006919441279023886, 'Disgust': 0.05088010057806969, 'Fear': 0.22325116395950317, 'Happy': 0.039315737783908844, 'Neutral': 0.00592669565230608, 'Sad': 0.667939305305481, 'Surprised': 0.0050204298458993435}",Didn't you ask what is watching us?
LAURA,02:16:00,02:16:03,Sad,"{'Anger': 0.00023163044534157962, 'Calm': 0.00457698293030262, 'Disgust': 0.01242185477167368, 'Fear': 0.042265620082616806, 'Happy': 0.001573249464854598, 'Neutral': 0.0024915162939578295, 'Sad': 0.9349403977394104, 'Surprised': 0.0014987511094659567}",Yes! (laughter)
LAURA,02:16:03,02:16:08,Sad,"{'Anger': 0.0005820331280119717, 'Calm': 0.004955901764333248, 'Disgust': 0.11038573086261749, 'Fear': 0.03493982180953026, 'Happy': 0.002740154042840004, 'Neutral': 0.0038404755759984255, 'Sad': 0.8407467603683472, 'Surprised': 0.0018090975936502218}","You're getting distracted, Traveler. (laughter)"
LAURA,02:16:08,02:16:13,Disgust,"{'Anger': 0.0019642419647425413, 'Calm': 0.002444507321342826, 'Disgust': 0.8736749291419983, 'Fear': 0.016933470964431763, 'Happy': 0.009738082997500896, 'Neutral': 0.007266993168741465, 'Sad': 0.08620871603488922, 'Surprised': 0.0017690473468974233}",I'm going to spend 10 minutes and cast Commune.
MATT,02:16:13,02:16:14,Sad,"{'Anger': 0.00012683613749686629, 'Calm': 0.004750747699290514, 'Disgust': 0.0038088206201791763, 'Fear': 0.013440345413982868, 'Happy': 0.0003944266645703465, 'Neutral': 0.004397653974592686, 'Sad': 0.9721017479896545, 'Surprised': 0.0009794274810701609}",Okay.
TALIESIN,02:16:14,02:16:17,Disgust,"{'Anger': 0.002448972314596176, 'Calm': 0.009194432757794857, 'Disgust': 0.4479127824306488, 'Fear': 0.012170950882136822, 'Happy': 0.010255854576826096, 'Neutral': 0.17008645832538605, 'Sad': 0.3456302583217621, 'Surprised': 0.0023004321847110987}",Does anyone have an empty slot for their equipment slot?
LAURA,02:16:17,02:16:19,Happy,"{'Anger': 0.002761880401521921, 'Calm': 0.0014469355810433626, 'Disgust': 0.009236053563654423, 'Fear': 0.017498942092061043, 'Happy': 0.955962598323822, 'Neutral': 0.007104516960680485, 'Sad': 0.004558435175567865, 'Surprised': 0.0014307384844869375}",(laughs)
TALIESIN,02:16:19,02:16:24,Happy,"{'Anger': 0.0036546611227095127, 'Calm': 0.00426049018278718, 'Disgust': 0.01071417611092329, 'Fear': 0.04149146378040314, 'Happy': 0.8978521823883057, 'Neutral': 0.0034764502197504044, 'Sad': 0.004022115841507912, 'Surprised': 0.03452843800187111}",You're welcome. It's all for you. Anybody have an equipment slot they need filled? There you are.
LAURA,02:16:24,02:16:27,Happy,"{'Anger': 0.0031075794249773026, 'Calm': 0.001366299926303327, 'Disgust': 0.003846897277981043, 'Fear': 0.014167162589728832, 'Happy': 0.9704428315162659, 'Neutral': 0.0026610817294567823, 'Sad': 0.0012758071534335613, 'Surprised': 0.0031322825234383345}","Yeah, I do. I have an empty slot. What do you need?"
MATT,02:16:27,02:16:29,Happy,"{'Anger': 0.0030514723621308804, 'Calm': 0.005839375779032707, 'Disgust': 0.07206758111715317, 'Fear': 0.22484929859638214, 'Happy': 0.4311588704586029, 'Neutral': 0.02906789816915989, 'Sad': 0.23026064038276672, 'Surprised': 0.003704796079546213}",Need someplace to put your stuff.
TALIESIN,02:16:29,02:16:33,Happy,"{'Anger': 0.002807877492159605, 'Calm': 0.004141852725297213, 'Disgust': 0.033947065472602844, 'Fear': 0.06798075139522552, 'Happy': 0.8431031107902527, 'Neutral': 0.010635503567755222, 'Sad': 0.030942590907216072, 'Surprised': 0.006441178731620312}","I have a thing that you might-- I have a thing I'm not using, that I was--"
LAURA,02:16:33,02:16:37,Sad,"{'Anger': 0.00021686578111257404, 'Calm': 0.004300030414015055, 'Disgust': 0.010300927795469761, 'Fear': 0.03389788791537285, 'Happy': 0.0009458523709326982, 'Neutral': 0.0024239281192421913, 'Sad': 0.9467282891273499, 'Surprised': 0.00118629215285182}",(cackles)
SAM,02:16:37,02:16:38,Sad,"{'Anger': 0.0001558905787533149, 'Calm': 0.005412111524492502, 'Disgust': 0.0032374076545238495, 'Fear': 0.022047830745577812, 'Happy': 0.000573710713069886, 'Neutral': 0.0032954232301563025, 'Sad': 0.9640700817108154, 'Surprised': 0.0012074763653799891}",You're not using your thing?
TALIESIN,02:16:38,02:16:40,Happy,"{'Anger': 0.0037382885348051786, 'Calm': 0.003096993314102292, 'Disgust': 0.00909909326583147, 'Fear': 0.026399562135338783, 'Happy': 0.9352364540100098, 'Neutral': 0.0035257251001894474, 'Sad': 0.0029730184469372034, 'Surprised': 0.015930913388729095}",Why do I even talk to Laura Bailey?
